EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
809981,BUTTE CO.,(CIC)CHICO MUNI ARPT,02/25/2019,1430,Flood, , ,0,0,0,0,CA,PST-8, ,135071,C,7,STO,0,0,Department of Highways,Heavy Rain, , ,3,W,2,W,(CIC)CHICO MUNI ARPT,39.8,-121.9,39.7938,-121.8929,"CHP reported road flooding on northbound Hwy 99 at Wilson Landing.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",44
809985,BUTTE CO.,CHICO RANCHAERO ARPT,02/25/2019,1920,Flood, , ,0,0,100000,0,CA,PST-8, ,135071,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,1,SW,2,SW,CHICO RANCHAERO ARPT,39.7102,-121.8884,39.6947,-121.8975,"Evacuation of all residences on Taffee Ave, Reavis Ave and Chico Ave due to flooding in area from Little Chico Creek.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",45
809988,BUTTE CO.,ANITA,02/25/2019,2216,Flood, , ,0,0,0,0,CA,PST-8, ,135071,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,3,ESE,3,E,ANITA,39.81,-121.91,39.814,-121.9174,"Water was reported across Hwy 99 with 1 foot of water on roadway 1/4 mile south of Keefer near Garden Brook Dr.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",46
809992,BUTTE CO.,RICHARDSON SPGS,02/26/2019,135,Flood, , ,0,0,0,0,CA,PST-8, ,135071,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,3,WNW,3,NNE,(CIC)CHICO MUNI ARPT,39.84,-121.83,39.8387,-121.8391,"Water was flowing across the entire length of the bridge on Rock Creek Road near Sycamore Valley Road.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",47
810000,BUTTE CO.,CRAIG,02/26/2019,1200,Flood, , ,0,0,80000,0,CA,PST-8, ,135071,C,7,STO,0,0,Fire Department/Rescue,Heavy Rain, , ,2,WSW,3,WSW,CRAIG,39.32,-121.59,39.3127,-121.5932,"Calfire reported swift water rescue of 6 people in 4 cars stuck in flooded roadway.","A strong atmospheric river brought heavy precipitation with widespread impacts across interior Northern California. These impacts included heavy high elevation snow, flooding, debris flows, strong mountain winds, and periods of whiteout conditions.",48
821384,BUTTE CO.,NORD,04/02/2019,1300,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,136895,C,7,STO,0,0,Public, , , ,3,S,3,S,NORD,39.74,-121.96,39.74,-121.96,"About 3 of heavy rain reported.","Redeveloping thunderstorms brought road flooding and a minor debris flow from heavy rain, An avalanche closed Highway 50 at Echo Summit. Up to 3 inches of snow fell in the Sierra.",49
821386,BUTTE CO.,CHICO,04/02/2019,1600,Flood, , ,0,0,5000,0,CA,PST-8, ,136895,C,7,STO,0,0,Public,Heavy Rain, , ,2,NNW,2,NNW,CHICO,39.76,-121.85,39.7594,-121.844,"Two feet of standing water was observed on Pillsbury Road between Cohasset Rd. and East Ave. Much of Cohasset Road from Highway 99 to Chico Airport was underwater as well. Time was estimated.","Redeveloping thunderstorms brought road flooding and a minor debris flow from heavy rain, An avalanche closed Highway 50 at Echo Summit. Up to 3 inches of snow fell in the Sierra.",50
821387,BUTTE CO.,CHICO,04/02/2019,1600,Flash Flood, , ,0,0,0,0,CA,PST-8, ,136895,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,1,NNW,1,E,CHICO,39.7447,-121.8342,39.7305,-121.8164,"Flooding was reported across all 3 lanes southbound on Highway 99.","Redeveloping thunderstorms brought road flooding and a minor debris flow from heavy rain, An avalanche closed Highway 50 at Echo Summit. Up to 3 inches of snow fell in the Sierra.",51
821385,BUTTE CO.,(CIC)CHICO MUNI ARPT,04/02/2019,1759,Flood, , ,0,0,5000,0,CA,PST-8, ,136895,C,7,STO,0,0,Public,Heavy Rain, , ,3,SW,3,SW,(CIC)CHICO MUNI ARPT,39.77,-121.89,39.7694,-121.8934,"Street flooding reported on W Eaton Road approximately 1 mile west of Highway 99. Photos indicated flooding well up driveways to near homes in residential areas witha a depth of about 1.5 feet.","Redeveloping thunderstorms brought road flooding and a minor debris flow from heavy rain, An avalanche closed Highway 50 at Echo Summit. Up to 3 inches of snow fell in the Sierra.",52
821594,BUTTE CO.,MULLBERRY,04/20/2019,1300,Flood, , ,0,0,0,0,CA,PST-8, ,136930,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,2,SSW,2,SSW,MULLBERRY,39.7,-121.8,39.7002,-121.7984,"Roadway flooding was reported on Pistachio Drive south of Chico.","Thunderstorms brought small hail and local flooding, especially around Chico.",53
821595,BUTTE CO.,MULLBERRY,04/20/2019,1300,Flood, , ,0,0,0,0,CA,PST-8, ,136930,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,2,SSE,2,SE,MULLBERRY,39.7,-121.76,39.7022,-121.752,"Roadway flooding was reported near Spanish Garden Drive and Skyway.","Thunderstorms brought small hail and local flooding, especially around Chico.",54
821596,BUTTE CO.,MULLBERRY,04/20/2019,1300,Flood, , ,0,0,0,0,CA,PST-8, ,136930,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,1,SSE,1,SSE,MULLBERRY,39.71,-121.77,39.7131,-121.77,"Car was reported stuck in a flooded roadway near Honey Run Road and Skyway.","Thunderstorms brought small hail and local flooding, especially around Chico.",55
821597,BUTTE CO.,MULLBERRY,04/20/2019,1300,Flood, , ,0,0,0,0,CA,PST-8, ,136930,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,3,S,3,NNE,DURHAM,39.69,-121.77,39.6863,-121.7705,"A car was reported in a flooded roadway near Estates Dr. and the Oroville Chico Highway.","Thunderstorms brought small hail and local flooding, especially around Chico.",56
830309,BUTTE CO.,FOREST RANCH,05/30/2019,1600,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,138023,C,7,STO,0,0,AWOS, , , ,1,E,1,E,FOREST RANCH,39.88,-121.67,39.88,-121.67,"About 0.90 inches of rain fell from 4 pm to 5 pm on the northern edge of the Camp Fire in Butte County, 0.95 inches from 3:50 pm to 5:11 pm.","Strong thunderstorms impacted northern interior California. The main impacts from these storms were road flooding and minor debris flows. The flooding was confined to the northern Sacramento Valley, particularly in Butte County, but was also observed in Lake County. In Shasta County, minor debris flows were reported at highway 299 and Crystal Creek Rd and again at highway 299 and Trinity Mountain Rd by the National Park Service. Finally, storms were able to produce dime sized hail northeast of Red Bluff.",57
830310,BUTTE CO.,PARADISE,05/30/2019,1600,Flood, , ,0,0,0,0,CA,PST-8, ,138023,C,7,STO,0,0,Public,Heavy Rain, , ,1,ESE,2,ESE,PARADISE,39.76,-121.6,39.7601,-121.5901,"Social media reported local street flooding.","Strong thunderstorms impacted northern interior California. The main impacts from these storms were road flooding and minor debris flows. The flooding was confined to the northern Sacramento Valley, particularly in Butte County, but was also observed in Lake County. In Shasta County, minor debris flows were reported at highway 299 and Crystal Creek Rd and again at highway 299 and Trinity Mountain Rd by the National Park Service. Finally, storms were able to produce dime sized hail northeast of Red Bluff.",58
830312,BUTTE CO.,EAST GRIDLEY,05/30/2019,1710,Flood, , ,0,0,0,0,CA,PST-8, ,138023,C,7,STO,0,0,Law Enforcement,Heavy Rain, , ,1,SE,1,SE,EAST GRIDLEY,39.36,-121.66,39.3627,-121.6607,"CHP reported road flooding at Larkin Rd.","Strong thunderstorms impacted northern interior California. The main impacts from these storms were road flooding and minor debris flows. The flooding was confined to the northern Sacramento Valley, particularly in Butte County, but was also observed in Lake County. In Shasta County, minor debris flows were reported at highway 299 and Crystal Creek Rd and again at highway 299 and Trinity Mountain Rd by the National Park Service. Finally, storms were able to produce dime sized hail northeast of Red Bluff.",59
869248,BUTTE CO.,OROVILLE,12/06/2019,1800,Heavy Rain, , ,0,0,0,0,CA,PST-8, ,144734,C,7,STO,0,0,Trained Spotter, , , ,2,SE,2,SE,OROVILLE,39.4995,-121.5435,39.4995,-121.5435,"A trained spotter reported a total of 1.4 inches of rain had fallen at 1600 hours on December 7.","A potent winter storm brought mountain snow, valley rain, and gusty winds to interior northern California from December 6 through the 8th. One to two feet of snow fell for elevations above 5500 feet, bringing difficult driving conditions and chain controls to most of the mountain passes. Down in the Valley and foothills, one to four inches of rain fell which brought slick road conditions and minor roadway flooding. Finally, gusty winds around 30-40 mph resulted in downed trees and some power outages.",60
